title,main_author,publication_year,country,design,subpopulation_studied,condition_name,outcome_name,stat_name,findings
Is there synergy in syndemics? Psychosocial conditions and sexual risk among men who have sex with men in India.,Tomori et al.,2018,India,Cross-sectional,,Substance use,STI diagnosis,Regression analysis using summation score,"There is an additive relationship between the count of syndemic conditions and condomless sex but not with syphilis. As for interaction, RERI were significant only for IPV and depression for condomless anal sex and for alcohol dependence and substance use for syphilis"
Is there synergy in syndemics? Psychosocial conditions and sexual risk among men who have sex with men in India.,Tomori et al.,2018,India,Cross-sectional,,IPV,Sexual risk behaviors,Relative Excess Risk due to Interaction,"There is an additive relationship between the count of syndemic conditions and condomless sex but not with syphilis. As for interaction, RERI were significant only for IPV and depression for condomless anal sex and for alcohol dependence and substance use for syphilis"
Is there synergy in syndemics? Psychosocial conditions and sexual risk among men who have sex with men in India.,Tomori et al.,2018,India,Cross-sectional,,IPV,STI diagnosis,Relative Excess Risk due to Interaction,"There is an additive relationship between the count of syndemic conditions and condomless sex but not with syphilis. As for interaction, RERI were significant only for IPV and depression for condomless anal sex and for alcohol dependence and substance use for syphilis"
Is there synergy in syndemics? Psychosocial conditions and sexual risk among men who have sex with men in India.,Tomori et al.,2018,India,Cross-sectional,,IPV,Sexual risk behaviors,Regression analysis using summation score,"There is an additive relationship between the count of syndemic conditions and condomless sex but not with syphilis. As for interaction, RERI were significant only for IPV and depression for condomless anal sex and for alcohol dependence and substance use for syphilis"
Is there synergy in syndemics? Psychosocial conditions and sexual risk among men who have sex with men in India.,Tomori et al.,2018,India,Cross-sectional,,IPV,STI diagnosis,Regression analysis using summation score,"There is an additive relationship between the count of syndemic conditions and condomless sex but not with syphilis. As for interaction, RERI were significant only for IPV and depression for condomless anal sex and for alcohol dependence and substance use for syphilis"
Is there synergy in syndemics? Psychosocial conditions and sexual risk among men who have sex with men in India.,Tomori et al.,2018,India,Cross-sectional,,CSA,Sexual risk behaviors,Relative Excess Risk due to Interaction,"There is an additive relationship between the count of syndemic conditions and condomless sex but not with syphilis. As for interaction, RERI were significant only for IPV and depression for condomless anal sex and for alcohol dependence and substance use for syphilis"
Is there synergy in syndemics? Psychosocial conditions and sexual risk among men who have sex with men in India.,Tomori et al.,2018,India,Cross-sectional,,CSA,STI diagnosis,Relative Excess Risk due to Interaction,"There is an additive relationship between the count of syndemic conditions and condomless sex but not with syphilis. As for interaction, RERI were significant only for IPV and depression for condomless anal sex and for alcohol dependence and substance use for syphilis"
Is there synergy in syndemics? Psychosocial conditions and sexual risk among men who have sex with men in India.,Tomori et al.,2018,India,Cross-sectional,,CSA,Sexual risk behaviors,Regression analysis using summation score,"There is an additive relationship between the count of syndemic conditions and condomless sex but not with syphilis. As for interaction, RERI were significant only for IPV and depression for condomless anal sex and for alcohol dependence and substance use for syphilis"
Is there synergy in syndemics? Psychosocial conditions and sexual risk among men who have sex with men in India.,Tomori et al.,2018,India,Cross-sectional,,CSA,STI diagnosis,Regression analysis using summation score,"There is an additive relationship between the count of syndemic conditions and condomless sex but not with syphilis. As for interaction, RERI were significant only for IPV and depression for condomless anal sex and for alcohol dependence and substance use for syphilis"
Is there synergy in syndemics? Psychosocial conditions and sexual risk among men who have sex with men in India.,Tomori et al.,2018,India,Cross-sectional,,Alcohol Use Disorder,Sexual risk behaviors,Relative Excess Risk due to Interaction,"There is an additive relationship between the count of syndemic conditions and condomless sex but not with syphilis. As for interaction, RERI were significant only for IPV and depression for condomless anal sex and for alcohol dependence and substance use for syphilis"
Is there synergy in syndemics? Psychosocial conditions and sexual risk among men who have sex with men in India.,Tomori et al.,2018,India,Cross-sectional,,Alcohol Use Disorder,STI diagnosis,Relative Excess Risk due to Interaction,"There is an additive relationship between the count of syndemic conditions and condomless sex but not with syphilis. As for interaction, RERI were significant only for IPV and depression for condomless anal sex and for alcohol dependence and substance use for syphilis"
Is there synergy in syndemics? Psychosocial conditions and sexual risk among men who have sex with men in India.,Tomori et al.,2018,India,Cross-sectional,,Alcohol Use Disorder,Sexual risk behaviors,Regression analysis using summation score,"There is an additive relationship between the count of syndemic conditions and condomless sex but not with syphilis. As for interaction, RERI were significant only for IPV and depression for condomless anal sex and for alcohol dependence and substance use for syphilis"
Is there synergy in syndemics? Psychosocial conditions and sexual risk among men who have sex with men in India.,Tomori et al.,2018,India,Cross-sectional,,Alcohol Use Disorder,STI diagnosis,Regression analysis using summation score,"There is an additive relationship between the count of syndemic conditions and condomless sex but not with syphilis. As for interaction, RERI were significant only for IPV and depression for condomless anal sex and for alcohol dependence and substance use for syphilis"
"The additive effects of depressive symptoms and polysubstance use on HIV risk among gay, bisexual, and other men who have sex with men.",Card et al.,2018,Canada,Cross-sectional,,Depression,Sexual risk behaviors,Mediation Analysis,"AUDIT scores were not associated with risky sexual behaviors. The association between polysubstance use and depression was associated with greater odds of serodiscordant condomless anal sex. 18,2% of the effect of depression on serodiscordant CAS was mediated by polysubstance use."
"The additive effects of depressive symptoms and polysubstance use on HIV risk among gay, bisexual, and other men who have sex with men.",Card et al.,2018,Canada,Cross-sectional,,Depression,Sexual risk behaviors,Moderation analysis,"AUDIT scores were not associated with risky sexual behaviors. The association between polysubstance use and depression was associated with greater odds of serodiscordant condomless anal sex. 18,2% of the effect of depression on serodiscordant CAS was mediated by polysubstance use."
"The additive effects of depressive symptoms and polysubstance use on HIV risk among gay, bisexual, and other men who have sex with men.",Card et al.,2018,Canada,Cross-sectional,,Polysubstance use,Sexual risk behaviors,Mediation Analysis,"AUDIT scores were not associated with risky sexual behaviors. The association between polysubstance use and depression was associated with greater odds of serodiscordant condomless anal sex. 18,2% of the effect of depression on serodiscordant CAS was mediated by polysubstance use."
"The additive effects of depressive symptoms and polysubstance use on HIV risk among gay, bisexual, and other men who have sex with men.",Card et al.,2018,Canada,Cross-sectional,,Polysubstance use,Sexual risk behaviors,Moderation analysis,"AUDIT scores were not associated with risky sexual behaviors. The association between polysubstance use and depression was associated with greater odds of serodiscordant condomless anal sex. 18,2% of the effect of depression on serodiscordant CAS was mediated by polysubstance use."
"An Application of Syndemic Theory to Identify Drivers of the Syphilis Epidemic Among Gay, Bisexual, and Other Men Who Have Sex With Men.",Ferlatte et al.,2018,Canada,Cross-sectional,,Substance use,STI diagnosis,Relative Excess Risk due to Interaction,"Healthcare discrimination, a cumulative count of syndemic and a cumulative count of antigay stigma were associated with syphilis diagnosis in the past 12 months. The RERI for cumulative count of syndemic conditions was not significant.  IPV and substance use were associated with syphilis, after adjusting for other syndemic conditions."
"An Application of Syndemic Theory to Identify Drivers of the Syphilis Epidemic Among Gay, Bisexual, and Other Men Who Have Sex With Men.",Ferlatte et al.,2018,Canada,Cross-sectional,,Substance use,STI diagnosis,Regression analysis using summation score,"Healthcare discrimination, a cumulative count of syndemic and a cumulative count of antigay stigma were associated with syphilis diagnosis in the past 12 months. The RERI for cumulative count of syndemic conditions was not significant.  IPV and substance use were associated with syphilis, after adjusting for other syndemic conditions."
"An Application of Syndemic Theory to Identify Drivers of the Syphilis Epidemic Among Gay, Bisexual, and Other Men Who Have Sex With Men.",Ferlatte et al.,2018,Canada,Cross-sectional,,IPV,STI diagnosis,Relative Excess Risk due to Interaction,"Healthcare discrimination, a cumulative count of syndemic and a cumulative count of antigay stigma were associated with syphilis diagnosis in the past 12 months. The RERI for cumulative count of syndemic conditions was not significant.  IPV and substance use were associated with syphilis, after adjusting for other syndemic conditions."
"An Application of Syndemic Theory to Identify Drivers of the Syphilis Epidemic Among Gay, Bisexual, and Other Men Who Have Sex With Men.",Ferlatte et al.,2018,Canada,Cross-sectional,,IPV,STI diagnosis,Regression analysis using summation score,"Healthcare discrimination, a cumulative count of syndemic and a cumulative count of antigay stigma were associated with syphilis diagnosis in the past 12 months. The RERI for cumulative count of syndemic conditions was not significant.  IPV and substance use were associated with syphilis, after adjusting for other syndemic conditions."
"An Application of Syndemic Theory to Identify Drivers of the Syphilis Epidemic Among Gay, Bisexual, and Other Men Who Have Sex With Men.",Ferlatte et al.,2018,Canada,Cross-sectional,,Binge drinking,STI diagnosis,Relative Excess Risk due to Interaction,"Healthcare discrimination, a cumulative count of syndemic and a cumulative count of antigay stigma were associated with syphilis diagnosis in the past 12 months. The RERI for cumulative count of syndemic conditions was not significant.  IPV and substance use were associated with syphilis, after adjusting for other syndemic conditions."
"An Application of Syndemic Theory to Identify Drivers of the Syphilis Epidemic Among Gay, Bisexual, and Other Men Who Have Sex With Men.",Ferlatte et al.,2018,Canada,Cross-sectional,,Binge drinking,STI diagnosis,Regression analysis using summation score,"Healthcare discrimination, a cumulative count of syndemic and a cumulative count of antigay stigma were associated with syphilis diagnosis in the past 12 months. The RERI for cumulative count of syndemic conditions was not significant.  IPV and substance use were associated with syphilis, after adjusting for other syndemic conditions."
"An Application of Syndemic Theory to Identify Drivers of the Syphilis Epidemic Among Gay, Bisexual, and Other Men Who Have Sex With Men.",Ferlatte et al.,2018,Canada,Cross-sectional,,Suicidality,STI diagnosis,Relative Excess Risk due to Interaction,"Healthcare discrimination, a cumulative count of syndemic and a cumulative count of antigay stigma were associated with syphilis diagnosis in the past 12 months. The RERI for cumulative count of syndemic conditions was not significant.  IPV and substance use were associated with syphilis, after adjusting for other syndemic conditions."
"An Application of Syndemic Theory to Identify Drivers of the Syphilis Epidemic Among Gay, Bisexual, and Other Men Who Have Sex With Men.",Ferlatte et al.,2018,Canada,Cross-sectional,,Suicidality,STI diagnosis,Regression analysis using summation score,"Healthcare discrimination, a cumulative count of syndemic and a cumulative count of antigay stigma were associated with syphilis diagnosis in the past 12 months. The RERI for cumulative count of syndemic conditions was not significant.  IPV and substance use were associated with syphilis, after adjusting for other syndemic conditions."
"An Application of Syndemic Theory to Identify Drivers of the Syphilis Epidemic Among Gay, Bisexual, and Other Men Who Have Sex With Men.",Ferlatte et al.,2018,Canada,Cross-sectional,,General mental distress,STI diagnosis,Relative Excess Risk due to Interaction,"Healthcare discrimination, a cumulative count of syndemic and a cumulative count of antigay stigma were associated with syphilis diagnosis in the past 12 months. The RERI for cumulative count of syndemic conditions was not significant.  IPV and substance use were associated with syphilis, after adjusting for other syndemic conditions."
"An Application of Syndemic Theory to Identify Drivers of the Syphilis Epidemic Among Gay, Bisexual, and Other Men Who Have Sex With Men.",Ferlatte et al.,2018,Canada,Cross-sectional,,General mental distress,STI diagnosis,Regression analysis using summation score,"Healthcare discrimination, a cumulative count of syndemic and a cumulative count of antigay stigma were associated with syphilis diagnosis in the past 12 months. The RERI for cumulative count of syndemic conditions was not significant.  IPV and substance use were associated with syphilis, after adjusting for other syndemic conditions."
"Short circuit: Disaggregation of adrenocorticotropic hormone and cortisol levels in HIV-positive, methamphetamine-using men who have sex with men.",Carrico et al.,2018,USA,Intact group design,,Depression,Hypothalamic-pituitary-adrenal axis dysregulation,Moderation analysis,"In meth-using MSM living with HIV,  there is a disaggregation of the functional relationship between ACTH and cortisol, compared to HIV-negative, non-meth-using men"
"Short circuit: Disaggregation of adrenocorticotropic hormone and cortisol levels in HIV-positive, methamphetamine-using men who have sex with men.",Carrico et al.,2018,USA,Intact group design,,CSA,Hypothalamic-pituitary-adrenal axis dysregulation,Moderation analysis,"In meth-using MSM living with HIV,  there is a disaggregation of the functional relationship between ACTH and cortisol, compared to HIV-negative, non-meth-using men"
"Short circuit: Disaggregation of adrenocorticotropic hormone and cortisol levels in HIV-positive, methamphetamine-using men who have sex with men.",Carrico et al.,2018,USA,Intact group design,,Substance use disorder,Hypothalamic-pituitary-adrenal axis dysregulation,Moderation analysis,"In meth-using MSM living with HIV,  there is a disaggregation of the functional relationship between ACTH and cortisol, compared to HIV-negative, non-meth-using men"
"Short circuit: Disaggregation of adrenocorticotropic hormone and cortisol levels in HIV-positive, methamphetamine-using men who have sex with men.",Carrico et al.,2018,USA,Intact group design,,Sleep disturbance,Hypothalamic-pituitary-adrenal axis dysregulation,Moderation analysis,"In meth-using MSM living with HIV,  there is a disaggregation of the functional relationship between ACTH and cortisol, compared to HIV-negative, non-meth-using men"
"Short circuit: Disaggregation of adrenocorticotropic hormone and cortisol levels in HIV-positive, methamphetamine-using men who have sex with men.",Carrico et al.,2018,USA,Intact group design,,Childhood abuse,Hypothalamic-pituitary-adrenal axis dysregulation,Moderation analysis,"In meth-using MSM living with HIV,  there is a disaggregation of the functional relationship between ACTH and cortisol, compared to HIV-negative, non-meth-using men"
"Co-Occurring Psychosocial Problems and Multiple Sexual Partners among Men Who Have Sex with Men in Shanghai, China: A Syndemic Approach.",Wang et al.,2018,China,Cross-sectional,,Depression,Sexual risk behaviors,Regression analysis using summation score,Syndemic conditions are additively associated with multiple sex partners
"Co-Occurring Psychosocial Problems and Multiple Sexual Partners among Men Who Have Sex with Men in Shanghai, China: A Syndemic Approach.",Wang et al.,2018,China,Cross-sectional,,Sexual compulsivity,Sexual risk behaviors,Regression analysis using summation score,Syndemic conditions are additively associated with multiple sex partners
"Co-Occurring Psychosocial Problems and Multiple Sexual Partners among Men Who Have Sex with Men in Shanghai, China: A Syndemic Approach.",Wang et al.,2018,China,Cross-sectional,,Anxiety,Sexual risk behaviors,Regression analysis using summation score,Syndemic conditions are additively associated with multiple sex partners
"Co-Occurring Psychosocial Problems and Multiple Sexual Partners among Men Who Have Sex with Men in Shanghai, China: A Syndemic Approach.",Wang et al.,2018,China,Cross-sectional,,Poor social support,Sexual risk behaviors,Regression analysis using summation score,Syndemic conditions are additively associated with multiple sex partners
"Co-Occurring Psychosocial Problems and Multiple Sexual Partners among Men Who Have Sex with Men in Shanghai, China: A Syndemic Approach.",Wang et al.,2018,China,Cross-sectional,,Loneliness,Sexual risk behaviors,Regression analysis using summation score,Syndemic conditions are additively associated with multiple sex partners
"Co-Occurring Psychosocial Problems and Multiple Sexual Partners among Men Who Have Sex with Men in Shanghai, China: A Syndemic Approach.",Wang et al.,2018,China,Cross-sectional,,Involuntary subordination,Sexual risk behaviors,Regression analysis using summation score,Syndemic conditions are additively associated with multiple sex partners
"Co-Occurring Psychosocial Problems and Multiple Sexual Partners among Men Who Have Sex with Men in Shanghai, China: A Syndemic Approach.",Wang et al.,2018,China,Cross-sectional,,Low self-esteem,Sexual risk behaviors,Regression analysis using summation score,Syndemic conditions are additively associated with multiple sex partners
Syndemic Conditions Reinforcing Disparities in HIV and Other STIs in an Urban Sample of Behaviorally Bisexual Latino Men.,Muñoz-Laboy et al.,2018,USA,Cross-sectional,Latino Men who have Sex with Men and Women,Depression,Sexual risk behaviors,Regression analysis using summation score,"Among this sample of LMSMW, having at least 2 syndemic conditions predicted lifetime STI and condomless receptive anal sex but not condomless insertive anal sex nor condomless vaginal sex"
Syndemic Conditions Reinforcing Disparities in HIV and Other STIs in an Urban Sample of Behaviorally Bisexual Latino Men.,Muñoz-Laboy et al.,2018,USA,Cross-sectional,Latino Men who have Sex with Men and Women,Depression,STI diagnosis,Regression analysis using summation score,"Among this sample of LMSMW, having at least 2 syndemic conditions predicted lifetime STI and condomless receptive anal sex but not condomless insertive anal sex nor condomless vaginal sex"
Syndemic Conditions Reinforcing Disparities in HIV and Other STIs in an Urban Sample of Behaviorally Bisexual Latino Men.,Muñoz-Laboy et al.,2018,USA,Cross-sectional,Latino Men who have Sex with Men and Women,CSA,Sexual risk behaviors,Regression analysis using summation score,"Among this sample of LMSMW, having at least 2 syndemic conditions predicted lifetime STI and condomless receptive anal sex but not condomless insertive anal sex nor condomless vaginal sex"
Syndemic Conditions Reinforcing Disparities in HIV and Other STIs in an Urban Sample of Behaviorally Bisexual Latino Men.,Muñoz-Laboy et al.,2018,USA,Cross-sectional,Latino Men who have Sex with Men and Women,CSA,STI diagnosis,Regression analysis using summation score,"Among this sample of LMSMW, having at least 2 syndemic conditions predicted lifetime STI and condomless receptive anal sex but not condomless insertive anal sex nor condomless vaginal sex"
Syndemic Conditions Reinforcing Disparities in HIV and Other STIs in an Urban Sample of Behaviorally Bisexual Latino Men.,Muñoz-Laboy et al.,2018,USA,Cross-sectional,Latino Men who have Sex with Men and Women,Polysubstance use,Sexual risk behaviors,Regression analysis using summation score,"Among this sample of LMSMW, having at least 2 syndemic conditions predicted lifetime STI and condomless receptive anal sex but not condomless insertive anal sex nor condomless vaginal sex"
Syndemic Conditions Reinforcing Disparities in HIV and Other STIs in an Urban Sample of Behaviorally Bisexual Latino Men.,Muñoz-Laboy et al.,2018,USA,Cross-sectional,Latino Men who have Sex with Men and Women,Polysubstance use,STI diagnosis,Regression analysis using summation score,"Among this sample of LMSMW, having at least 2 syndemic conditions predicted lifetime STI and condomless receptive anal sex but not condomless insertive anal sex nor condomless vaginal sex"
Syndemic conditions and HIV transmission risk behavior among HIV-negative gay and bisexual men in a U.S. national sample.,Parsons et al.,2017,USA,Cross-sectional,,Depression,Sexual risk behaviors,Regression analysis using summation score,"Among a U.S. national sample of MSM, the sum of syndemic conditions was associated with greater likelihood of reporting sexual risk behaviours. Furthermore, MSM living in non-urban areas were more likely to experience sexual compulsivity."
Syndemic conditions and HIV transmission risk behavior among HIV-negative gay and bisexual men in a U.S. national sample.,Parsons et al.,2017,USA,Cross-sectional,,IPV,Sexual risk behaviors,Regression analysis using summation score,"Among a U.S. national sample of MSM, the sum of syndemic conditions was associated with greater likelihood of reporting sexual risk behaviours. Furthermore, MSM living in non-urban areas were more likely to experience sexual compulsivity."
Syndemic conditions and HIV transmission risk behavior among HIV-negative gay and bisexual men in a U.S. national sample.,Parsons et al.,2017,USA,Cross-sectional,,Sexual compulsivity,Sexual risk behaviors,Regression analysis using summation score,"Among a U.S. national sample of MSM, the sum of syndemic conditions was associated with greater likelihood of reporting sexual risk behaviours. Furthermore, MSM living in non-urban areas were more likely to experience sexual compulsivity."
Syndemic conditions and HIV transmission risk behavior among HIV-negative gay and bisexual men in a U.S. national sample.,Parsons et al.,2017,USA,Cross-sectional,,CSA,Sexual risk behaviors,Regression analysis using summation score,"Among a U.S. national sample of MSM, the sum of syndemic conditions was associated with greater likelihood of reporting sexual risk behaviours. Furthermore, MSM living in non-urban areas were more likely to experience sexual compulsivity."
Syndemic conditions and HIV transmission risk behavior among HIV-negative gay and bisexual men in a U.S. national sample.,Parsons et al.,2017,USA,Cross-sectional,,Polysubstance use,Sexual risk behaviors,Regression analysis using summation score,"Among a U.S. national sample of MSM, the sum of syndemic conditions was associated with greater likelihood of reporting sexual risk behaviours. Furthermore, MSM living in non-urban areas were more likely to experience sexual compulsivity."
"Association between a syndemic of psychosocial problems and unprotected anal intercourse among men who have sex with men in Shanghai, China.",Wang et al.,2017,China,Cross-sectional,,Depression,Sexual risk behaviors,Regression analysis using summation score,"In this sample of MSM living in China, a significant proportion of respondent had at least two syndemic conditions which was associated with higher odds of engaging in condomless anal sex"
"Association between a syndemic of psychosocial problems and unprotected anal intercourse among men who have sex with men in Shanghai, China.",Wang et al.,2017,China,Cross-sectional,,Sexual compulsivity,Sexual risk behaviors,Regression analysis using summation score,"In this sample of MSM living in China, a significant proportion of respondent had at least two syndemic conditions which was associated with higher odds of engaging in condomless anal sex"
"Association between a syndemic of psychosocial problems and unprotected anal intercourse among men who have sex with men in Shanghai, China.",Wang et al.,2017,China,Cross-sectional,,Anxiety,Sexual risk behaviors,Regression analysis using summation score,"In this sample of MSM living in China, a significant proportion of respondent had at least two syndemic conditions which was associated with higher odds of engaging in condomless anal sex"
"Association between a syndemic of psychosocial problems and unprotected anal intercourse among men who have sex with men in Shanghai, China.",Wang et al.,2017,China,Cross-sectional,,Loneliness,Sexual risk behaviors,Regression analysis using summation score,"In this sample of MSM living in China, a significant proportion of respondent had at least two syndemic conditions which was associated with higher odds of engaging in condomless anal sex"
"Association between a syndemic of psychosocial problems and unprotected anal intercourse among men who have sex with men in Shanghai, China.",Wang et al.,2017,China,Cross-sectional,,Low self-esteem,Sexual risk behaviors,Regression analysis using summation score,"In this sample of MSM living in China, a significant proportion of respondent had at least two syndemic conditions which was associated with higher odds of engaging in condomless anal sex"
Number of Psychosocial Strengths Predicts Reduced HIV Sexual Risk Behaviors Above and Beyond Syndemic Problems Among Gay and Bisexual Men.,Hart et al.,2017,Canada,Longitudinal,,Depression,Sexual risk behaviors,Regression analysis using summation score,"Psychosocial strengths were associated with a lesser odds of engagement in condomless anal sex, despite the presence of syndemic conditions. Psychosocial strenghts may operate in the same way as syndemic conditions but in an opposite direction."
Number of Psychosocial Strengths Predicts Reduced HIV Sexual Risk Behaviors Above and Beyond Syndemic Problems Among Gay and Bisexual Men.,Hart et al.,2017,Canada,Longitudinal,,CSA,Sexual risk behaviors,Regression analysis using summation score,"Psychosocial strengths were associated with a lesser odds of engagement in condomless anal sex, despite the presence of syndemic conditions. Psychosocial strenghts may operate in the same way as syndemic conditions but in an opposite direction."
Number of Psychosocial Strengths Predicts Reduced HIV Sexual Risk Behaviors Above and Beyond Syndemic Problems Among Gay and Bisexual Men.,Hart et al.,2017,Canada,Longitudinal,,Polysubstance use,Sexual risk behaviors,Regression analysis using summation score,"Psychosocial strengths were associated with a lesser odds of engagement in condomless anal sex, despite the presence of syndemic conditions. Psychosocial strenghts may operate in the same way as syndemic conditions but in an opposite direction."
Number of Psychosocial Strengths Predicts Reduced HIV Sexual Risk Behaviors Above and Beyond Syndemic Problems Among Gay and Bisexual Men.,Hart et al.,2017,Canada,Longitudinal,,Discrimination,Sexual risk behaviors,Regression analysis using summation score,"Psychosocial strengths were associated with a lesser odds of engagement in condomless anal sex, despite the presence of syndemic conditions. Psychosocial strenghts may operate in the same way as syndemic conditions but in an opposite direction."
Prospective Effects of a Syndemic on HIV and STI Incidence and Risk Behaviors in a Cohort of Young Men Who Have Sex with Men.,Mustanski et al.,2017,USA,Longitudinal,Young MSM,Depression,Sexual risk behaviors,Structural Equation Modeling,"The study found evidence of a predictive ability of syndemic factors on sexual risk behaviors but there were no association with HIV/STI incidence.  Furthermore, Black YMSM had both the highest seroconversion rate in the sample and a lesser burden in syndemic conditons compared to White and Latino YMSM, questioning the usefulness of syndemic theory on Black MSM or the need to take into account other syndemic conditions to explain the high rates of HIV acquisition among Black MSM"
Prospective Effects of a Syndemic on HIV and STI Incidence and Risk Behaviors in a Cohort of Young Men Who Have Sex with Men.,Mustanski et al.,2017,USA,Longitudinal,Young MSM,Depression,HIV diagnosis,Structural Equation Modeling,"The study found evidence of a predictive ability of syndemic factors on sexual risk behaviors but there were no association with HIV/STI incidence.  Furthermore, Black YMSM had both the highest seroconversion rate in the sample and a lesser burden in syndemic conditons compared to White and Latino YMSM, questioning the usefulness of syndemic theory on Black MSM or the need to take into account other syndemic conditions to explain the high rates of HIV acquisition among Black MSM"
Prospective Effects of a Syndemic on HIV and STI Incidence and Risk Behaviors in a Cohort of Young Men Who Have Sex with Men.,Mustanski et al.,2017,USA,Longitudinal,Young MSM,Depression,STI diagnosis,Structural Equation Modeling,"The study found evidence of a predictive ability of syndemic factors on sexual risk behaviors but there were no association with HIV/STI incidence.  Furthermore, Black YMSM had both the highest seroconversion rate in the sample and a lesser burden in syndemic conditons compared to White and Latino YMSM, questioning the usefulness of syndemic theory on Black MSM or the need to take into account other syndemic conditions to explain the high rates of HIV acquisition among Black MSM"
Prospective Effects of a Syndemic on HIV and STI Incidence and Risk Behaviors in a Cohort of Young Men Who Have Sex with Men.,Mustanski et al.,2017,USA,Longitudinal,Young MSM,IPV,Sexual risk behaviors,Structural Equation Modeling,"The study found evidence of a predictive ability of syndemic factors on sexual risk behaviors but there were no association with HIV/STI incidence.  Furthermore, Black YMSM had both the highest seroconversion rate in the sample and a lesser burden in syndemic conditons compared to White and Latino YMSM, questioning the usefulness of syndemic theory on Black MSM or the need to take into account other syndemic conditions to explain the high rates of HIV acquisition among Black MSM"
Prospective Effects of a Syndemic on HIV and STI Incidence and Risk Behaviors in a Cohort of Young Men Who Have Sex with Men.,Mustanski et al.,2017,USA,Longitudinal,Young MSM,IPV,HIV diagnosis,Structural Equation Modeling,"The study found evidence of a predictive ability of syndemic factors on sexual risk behaviors but there were no association with HIV/STI incidence.  Furthermore, Black YMSM had both the highest seroconversion rate in the sample and a lesser burden in syndemic conditons compared to White and Latino YMSM, questioning the usefulness of syndemic theory on Black MSM or the need to take into account other syndemic conditions to explain the high rates of HIV acquisition among Black MSM"
Prospective Effects of a Syndemic on HIV and STI Incidence and Risk Behaviors in a Cohort of Young Men Who Have Sex with Men.,Mustanski et al.,2017,USA,Longitudinal,Young MSM,IPV,STI diagnosis,Structural Equation Modeling,"The study found evidence of a predictive ability of syndemic factors on sexual risk behaviors but there were no association with HIV/STI incidence.  Furthermore, Black YMSM had both the highest seroconversion rate in the sample and a lesser burden in syndemic conditons compared to White and Latino YMSM, questioning the usefulness of syndemic theory on Black MSM or the need to take into account other syndemic conditions to explain the high rates of HIV acquisition among Black MSM"
Prospective Effects of a Syndemic on HIV and STI Incidence and Risk Behaviors in a Cohort of Young Men Who Have Sex with Men.,Mustanski et al.,2017,USA,Longitudinal,Young MSM,Binge drinking,Sexual risk behaviors,Structural Equation Modeling,"The study found evidence of a predictive ability of syndemic factors on sexual risk behaviors but there were no association with HIV/STI incidence.  Furthermore, Black YMSM had both the highest seroconversion rate in the sample and a lesser burden in syndemic conditons compared to White and Latino YMSM, questioning the usefulness of syndemic theory on Black MSM or the need to take into account other syndemic conditions to explain the high rates of HIV acquisition among Black MSM"
Prospective Effects of a Syndemic on HIV and STI Incidence and Risk Behaviors in a Cohort of Young Men Who Have Sex with Men.,Mustanski et al.,2017,USA,Longitudinal,Young MSM,Binge drinking,HIV diagnosis,Structural Equation Modeling,"The study found evidence of a predictive ability of syndemic factors on sexual risk behaviors but there were no association with HIV/STI incidence.  Furthermore, Black YMSM had both the highest seroconversion rate in the sample and a lesser burden in syndemic conditons compared to White and Latino YMSM, questioning the usefulness of syndemic theory on Black MSM or the need to take into account other syndemic conditions to explain the high rates of HIV acquisition among Black MSM"
Prospective Effects of a Syndemic on HIV and STI Incidence and Risk Behaviors in a Cohort of Young Men Who Have Sex with Men.,Mustanski et al.,2017,USA,Longitudinal,Young MSM,Binge drinking,STI diagnosis,Structural Equation Modeling,"The study found evidence of a predictive ability of syndemic factors on sexual risk behaviors but there were no association with HIV/STI incidence.  Furthermore, Black YMSM had both the highest seroconversion rate in the sample and a lesser burden in syndemic conditons compared to White and Latino YMSM, questioning the usefulness of syndemic theory on Black MSM or the need to take into account other syndemic conditions to explain the high rates of HIV acquisition among Black MSM"
Prospective Effects of a Syndemic on HIV and STI Incidence and Risk Behaviors in a Cohort of Young Men Who Have Sex with Men.,Mustanski et al.,2017,USA,Longitudinal,Young MSM,Suicidality,Sexual risk behaviors,Structural Equation Modeling,"The study found evidence of a predictive ability of syndemic factors on sexual risk behaviors but there were no association with HIV/STI incidence.  Furthermore, Black YMSM had both the highest seroconversion rate in the sample and a lesser burden in syndemic conditons compared to White and Latino YMSM, questioning the usefulness of syndemic theory on Black MSM or the need to take into account other syndemic conditions to explain the high rates of HIV acquisition among Black MSM"
Prospective Effects of a Syndemic on HIV and STI Incidence and Risk Behaviors in a Cohort of Young Men Who Have Sex with Men.,Mustanski et al.,2017,USA,Longitudinal,Young MSM,Suicidality,HIV diagnosis,Structural Equation Modeling,"The study found evidence of a predictive ability of syndemic factors on sexual risk behaviors but there were no association with HIV/STI incidence.  Furthermore, Black YMSM had both the highest seroconversion rate in the sample and a lesser burden in syndemic conditons compared to White and Latino YMSM, questioning the usefulness of syndemic theory on Black MSM or the need to take into account other syndemic conditions to explain the high rates of HIV acquisition among Black MSM"
