title,main_author,publication_year,country,design,subpopulation_studied,stat_name,condition_name
Suicide related ideation and behavior among Canadian gay and bisexual men: a syndemic analysis.,Ferlatte et al.,2015,Canada,Cross-sectional,,Regression analysis using summation score,Depression
Suicide related ideation and behavior among Canadian gay and bisexual men: a syndemic analysis.,Ferlatte et al.,2015,Canada,Cross-sectional,,Regression analysis using summation score,Substance use
Suicide related ideation and behavior among Canadian gay and bisexual men: a syndemic analysis.,Ferlatte et al.,2015,Canada,Cross-sectional,,Regression analysis using summation score,Anxiety
Suicide related ideation and behavior among Canadian gay and bisexual men: a syndemic analysis.,Ferlatte et al.,2015,Canada,Cross-sectional,,Regression analysis using summation score,Tobacco use
Suicide related ideation and behavior among Canadian gay and bisexual men: a syndemic analysis.,Ferlatte et al.,2015,Canada,Cross-sectional,,Regression analysis using summation score,Sexual risk behaviors
Suicide related ideation and behavior among Canadian gay and bisexual men: a syndemic analysis.,Ferlatte et al.,2015,Canada,Cross-sectional,,Regression analysis using summation score,STI
Suicide related ideation and behavior among Canadian gay and bisexual men: a syndemic analysis.,Ferlatte et al.,2015,Canada,Cross-sectional,,Regression analysis using summation score,HIV
Effects of syndemic psychiatric diagnoses on health indicators in men who have sex with men.,Batchelder et al.,2019,USA,Cross-sectional,MSM with a history of CSA,Significant product term ,Depression
Effects of syndemic psychiatric diagnoses on health indicators in men who have sex with men.,Batchelder et al.,2019,USA,Cross-sectional,MSM with a history of CSA,Regression analysis using summation score,Depression
Effects of syndemic psychiatric diagnoses on health indicators in men who have sex with men.,Batchelder et al.,2019,USA,Cross-sectional,MSM with a history of CSA,Significant product term ,PTSD
Effects of syndemic psychiatric diagnoses on health indicators in men who have sex with men.,Batchelder et al.,2019,USA,Cross-sectional,MSM with a history of CSA,Regression analysis using summation score,PTSD
Effects of syndemic psychiatric diagnoses on health indicators in men who have sex with men.,Batchelder et al.,2019,USA,Cross-sectional,MSM with a history of CSA,Significant product term ,Anxiety
Effects of syndemic psychiatric diagnoses on health indicators in men who have sex with men.,Batchelder et al.,2019,USA,Cross-sectional,MSM with a history of CSA,Regression analysis using summation score,Anxiety
Effects of syndemic psychiatric diagnoses on health indicators in men who have sex with men.,Batchelder et al.,2019,USA,Cross-sectional,MSM with a history of CSA,Significant product term ,Substance use disorder
Effects of syndemic psychiatric diagnoses on health indicators in men who have sex with men.,Batchelder et al.,2019,USA,Cross-sectional,MSM with a history of CSA,Regression analysis using summation score,Substance use disorder
Childhood sexual abuse among Black men who have sex with men: A cornerstone of a syndemic?.,Wu Elwin,2018,USA,Cross-sectional,Black MSM,Regression analysis using summation score,Substance use
Childhood sexual abuse among Black men who have sex with men: A cornerstone of a syndemic?.,Wu Elwin,2018,USA,Cross-sectional,Black MSM,Regression analysis using summation score,IPV
Childhood sexual abuse among Black men who have sex with men: A cornerstone of a syndemic?.,Wu Elwin,2018,USA,Cross-sectional,Black MSM,Regression analysis using summation score,Binge drinking
Childhood sexual abuse among Black men who have sex with men: A cornerstone of a syndemic?.,Wu Elwin,2018,USA,Cross-sectional,Black MSM,Regression analysis using summation score,CSA
Childhood sexual abuse among Black men who have sex with men: A cornerstone of a syndemic?.,Wu Elwin,2018,USA,Cross-sectional,Black MSM,Regression analysis using summation score,Sexual risk behaviors
Validating the Syndemic Threat Surrounding Sexual Minority Men's Health in a Population-Based Study With National Registry Linkage and a Heterosexual Comparison.,Brandstrom and Pachankis,2018,Sweden,Population-based cohort study,,Observed/Expected ratio,Depression
Validating the Syndemic Threat Surrounding Sexual Minority Men's Health in a Population-Based Study With National Registry Linkage and a Heterosexual Comparison.,Brandstrom and Pachankis,2018,Sweden,Population-based cohort study,,Regression analysis using summation score,Depression
Validating the Syndemic Threat Surrounding Sexual Minority Men's Health in a Population-Based Study With National Registry Linkage and a Heterosexual Comparison.,Brandstrom and Pachankis,2018,Sweden,Population-based cohort study,,Observed/Expected ratio,Binge drinking
Validating the Syndemic Threat Surrounding Sexual Minority Men's Health in a Population-Based Study With National Registry Linkage and a Heterosexual Comparison.,Brandstrom and Pachankis,2018,Sweden,Population-based cohort study,,Regression analysis using summation score,Binge drinking
Validating the Syndemic Threat Surrounding Sexual Minority Men's Health in a Population-Based Study With National Registry Linkage and a Heterosexual Comparison.,Brandstrom and Pachankis,2018,Sweden,Population-based cohort study,,Observed/Expected ratio,Suicidality
Validating the Syndemic Threat Surrounding Sexual Minority Men's Health in a Population-Based Study With National Registry Linkage and a Heterosexual Comparison.,Brandstrom and Pachankis,2018,Sweden,Population-based cohort study,,Regression analysis using summation score,Suicidality
Validating the Syndemic Threat Surrounding Sexual Minority Men's Health in a Population-Based Study With National Registry Linkage and a Heterosexual Comparison.,Brandstrom and Pachankis,2018,Sweden,Population-based cohort study,,Observed/Expected ratio,Violence
Validating the Syndemic Threat Surrounding Sexual Minority Men's Health in a Population-Based Study With National Registry Linkage and a Heterosexual Comparison.,Brandstrom and Pachankis,2018,Sweden,Population-based cohort study,,Regression analysis using summation score,Violence
Condom-use self-efficacy as a mediator between syndemics and condomless sex in men who have sex with men (MSM).,Safren et al.,2018,USA,Longitudinal,,Mediation Analysis,Depression
Condom-use self-efficacy as a mediator between syndemics and condomless sex in men who have sex with men (MSM).,Safren et al.,2018,USA,Longitudinal,,Regression analysis using summation score,Depression
Condom-use self-efficacy as a mediator between syndemics and condomless sex in men who have sex with men (MSM).,Safren et al.,2018,USA,Longitudinal,,Mediation Analysis,IPV
Condom-use self-efficacy as a mediator between syndemics and condomless sex in men who have sex with men (MSM).,Safren et al.,2018,USA,Longitudinal,,Regression analysis using summation score,IPV
Condom-use self-efficacy as a mediator between syndemics and condomless sex in men who have sex with men (MSM).,Safren et al.,2018,USA,Longitudinal,,Mediation Analysis,Sexual compulsivity
Condom-use self-efficacy as a mediator between syndemics and condomless sex in men who have sex with men (MSM).,Safren et al.,2018,USA,Longitudinal,,Regression analysis using summation score,Sexual compulsivity
Condom-use self-efficacy as a mediator between syndemics and condomless sex in men who have sex with men (MSM).,Safren et al.,2018,USA,Longitudinal,,Mediation Analysis,Anxiety
Condom-use self-efficacy as a mediator between syndemics and condomless sex in men who have sex with men (MSM).,Safren et al.,2018,USA,Longitudinal,,Regression analysis using summation score,Anxiety
Condom-use self-efficacy as a mediator between syndemics and condomless sex in men who have sex with men (MSM).,Safren et al.,2018,USA,Longitudinal,,Mediation Analysis,CSA
Condom-use self-efficacy as a mediator between syndemics and condomless sex in men who have sex with men (MSM).,Safren et al.,2018,USA,Longitudinal,,Regression analysis using summation score,CSA
Condom-use self-efficacy as a mediator between syndemics and condomless sex in men who have sex with men (MSM).,Safren et al.,2018,USA,Longitudinal,,Mediation Analysis,Alcohol Use Disorder
Condom-use self-efficacy as a mediator between syndemics and condomless sex in men who have sex with men (MSM).,Safren et al.,2018,USA,Longitudinal,,Regression analysis using summation score,Alcohol Use Disorder
Condom-use self-efficacy as a mediator between syndemics and condomless sex in men who have sex with men (MSM).,Safren et al.,2018,USA,Longitudinal,,Mediation Analysis,Substance use disorder
Condom-use self-efficacy as a mediator between syndemics and condomless sex in men who have sex with men (MSM).,Safren et al.,2018,USA,Longitudinal,,Regression analysis using summation score,Substance use disorder
Longitudinal Effects of Syndemics on ART Non-adherence Among Sexual Minority Men.,Harkness et al.,2018,USA,Longitudinal,MSM living with HIV,Regression analysis using summation score,Depression
Longitudinal Effects of Syndemics on ART Non-adherence Among Sexual Minority Men.,Harkness et al.,2018,USA,Longitudinal,MSM living with HIV,Regression analysis using summation score,Substance use
Longitudinal Effects of Syndemics on ART Non-adherence Among Sexual Minority Men.,Harkness et al.,2018,USA,Longitudinal,MSM living with HIV,Regression analysis using summation score,PTSD
Longitudinal Effects of Syndemics on ART Non-adherence Among Sexual Minority Men.,Harkness et al.,2018,USA,Longitudinal,MSM living with HIV,Regression analysis using summation score,Binge drinking
Longitudinal Effects of Syndemics on ART Non-adherence Among Sexual Minority Men.,Harkness et al.,2018,USA,Longitudinal,MSM living with HIV,Regression analysis using summation score,Anxiety
Longitudinal Effects of Syndemics on ART Non-adherence Among Sexual Minority Men.,Harkness et al.,2018,USA,Longitudinal,MSM living with HIV,Regression analysis using summation score,CSA
Longitudinal Effects of Syndemics on ART Non-adherence Among Sexual Minority Men.,Harkness et al.,2018,USA,Longitudinal,MSM living with HIV,Regression analysis using summation score,Polysubstance use
High prevalence of syndemic health problems in patients seeking post-exposure prophylaxis for sexual exposures to HIV.,Morrison et al.,2018,Canada,Cross-sectional,,Significant product term ,Depression
High prevalence of syndemic health problems in patients seeking post-exposure prophylaxis for sexual exposures to HIV.,Morrison et al.,2018,Canada,Cross-sectional,,Regression analysis using summation score,Depression
High prevalence of syndemic health problems in patients seeking post-exposure prophylaxis for sexual exposures to HIV.,Morrison et al.,2018,Canada,Cross-sectional,,Significant product term ,Sexual compulsivity
High prevalence of syndemic health problems in patients seeking post-exposure prophylaxis for sexual exposures to HIV.,Morrison et al.,2018,Canada,Cross-sectional,,Regression analysis using summation score,Sexual compulsivity
High prevalence of syndemic health problems in patients seeking post-exposure prophylaxis for sexual exposures to HIV.,Morrison et al.,2018,Canada,Cross-sectional,,Significant product term ,Alcohol Use Disorder
High prevalence of syndemic health problems in patients seeking post-exposure prophylaxis for sexual exposures to HIV.,Morrison et al.,2018,Canada,Cross-sectional,,Regression analysis using summation score,Alcohol Use Disorder
High prevalence of syndemic health problems in patients seeking post-exposure prophylaxis for sexual exposures to HIV.,Morrison et al.,2018,Canada,Cross-sectional,,Significant product term ,Substance use disorder
High prevalence of syndemic health problems in patients seeking post-exposure prophylaxis for sexual exposures to HIV.,Morrison et al.,2018,Canada,Cross-sectional,,Regression analysis using summation score,Substance use disorder
Is there synergy in syndemics? Psychosocial conditions and sexual risk among men who have sex with men in India.,Tomori et al.,2018,India,Cross-sectional,,Relative Excess Risk due to Interaction,Depression
Is there synergy in syndemics? Psychosocial conditions and sexual risk among men who have sex with men in India.,Tomori et al.,2018,India,Cross-sectional,,Regression analysis using summation score,Depression
Is there synergy in syndemics? Psychosocial conditions and sexual risk among men who have sex with men in India.,Tomori et al.,2018,India,Cross-sectional,,Relative Excess Risk due to Interaction,Substance use
Is there synergy in syndemics? Psychosocial conditions and sexual risk among men who have sex with men in India.,Tomori et al.,2018,India,Cross-sectional,,Regression analysis using summation score,Substance use
Is there synergy in syndemics? Psychosocial conditions and sexual risk among men who have sex with men in India.,Tomori et al.,2018,India,Cross-sectional,,Relative Excess Risk due to Interaction,IPV
Is there synergy in syndemics? Psychosocial conditions and sexual risk among men who have sex with men in India.,Tomori et al.,2018,India,Cross-sectional,,Regression analysis using summation score,IPV
Is there synergy in syndemics? Psychosocial conditions and sexual risk among men who have sex with men in India.,Tomori et al.,2018,India,Cross-sectional,,Relative Excess Risk due to Interaction,CSA
Is there synergy in syndemics? Psychosocial conditions and sexual risk among men who have sex with men in India.,Tomori et al.,2018,India,Cross-sectional,,Regression analysis using summation score,CSA
Is there synergy in syndemics? Psychosocial conditions and sexual risk among men who have sex with men in India.,Tomori et al.,2018,India,Cross-sectional,,Relative Excess Risk due to Interaction,Alcohol Use Disorder
Is there synergy in syndemics? Psychosocial conditions and sexual risk among men who have sex with men in India.,Tomori et al.,2018,India,Cross-sectional,,Regression analysis using summation score,Alcohol Use Disorder
"The additive effects of depressive symptoms and polysubstance use on HIV risk among gay, bisexual, and other men who have sex with men.",Card et al.,2018,Canada,Cross-sectional,,Mediation Analysis,Depression
"The additive effects of depressive symptoms and polysubstance use on HIV risk among gay, bisexual, and other men who have sex with men.",Card et al.,2018,Canada,Cross-sectional,,Moderation analysis,Depression
"The additive effects of depressive symptoms and polysubstance use on HIV risk among gay, bisexual, and other men who have sex with men.",Card et al.,2018,Canada,Cross-sectional,,Mediation Analysis,Polysubstance use
"The additive effects of depressive symptoms and polysubstance use on HIV risk among gay, bisexual, and other men who have sex with men.",Card et al.,2018,Canada,Cross-sectional,,Moderation analysis,Polysubstance use
"An Application of Syndemic Theory to Identify Drivers of the Syphilis Epidemic Among Gay, Bisexual, and Other Men Who Have Sex With Men.",Ferlatte et al.,2018,Canada,Cross-sectional,,Relative Excess Risk due to Interaction,Substance use
"An Application of Syndemic Theory to Identify Drivers of the Syphilis Epidemic Among Gay, Bisexual, and Other Men Who Have Sex With Men.",Ferlatte et al.,2018,Canada,Cross-sectional,,Regression analysis using summation score,Substance use
"An Application of Syndemic Theory to Identify Drivers of the Syphilis Epidemic Among Gay, Bisexual, and Other Men Who Have Sex With Men.",Ferlatte et al.,2018,Canada,Cross-sectional,,Relative Excess Risk due to Interaction,IPV
"An Application of Syndemic Theory to Identify Drivers of the Syphilis Epidemic Among Gay, Bisexual, and Other Men Who Have Sex With Men.",Ferlatte et al.,2018,Canada,Cross-sectional,,Regression analysis using summation score,IPV
"An Application of Syndemic Theory to Identify Drivers of the Syphilis Epidemic Among Gay, Bisexual, and Other Men Who Have Sex With Men.",Ferlatte et al.,2018,Canada,Cross-sectional,,Relative Excess Risk due to Interaction,Binge drinking
"An Application of Syndemic Theory to Identify Drivers of the Syphilis Epidemic Among Gay, Bisexual, and Other Men Who Have Sex With Men.",Ferlatte et al.,2018,Canada,Cross-sectional,,Regression analysis using summation score,Binge drinking
"An Application of Syndemic Theory to Identify Drivers of the Syphilis Epidemic Among Gay, Bisexual, and Other Men Who Have Sex With Men.",Ferlatte et al.,2018,Canada,Cross-sectional,,Relative Excess Risk due to Interaction,Suicidality
"An Application of Syndemic Theory to Identify Drivers of the Syphilis Epidemic Among Gay, Bisexual, and Other Men Who Have Sex With Men.",Ferlatte et al.,2018,Canada,Cross-sectional,,Regression analysis using summation score,Suicidality
"An Application of Syndemic Theory to Identify Drivers of the Syphilis Epidemic Among Gay, Bisexual, and Other Men Who Have Sex With Men.",Ferlatte et al.,2018,Canada,Cross-sectional,,Relative Excess Risk due to Interaction,General mental distress
"An Application of Syndemic Theory to Identify Drivers of the Syphilis Epidemic Among Gay, Bisexual, and Other Men Who Have Sex With Men.",Ferlatte et al.,2018,Canada,Cross-sectional,,Regression analysis using summation score,General mental distress
"Short circuit: Disaggregation of adrenocorticotropic hormone and cortisol levels in HIV-positive, methamphetamine-using men who have sex with men.",Carrico et al.,2018,USA,Intact group design,,Moderation analysis,Depression
"Short circuit: Disaggregation of adrenocorticotropic hormone and cortisol levels in HIV-positive, methamphetamine-using men who have sex with men.",Carrico et al.,2018,USA,Intact group design,,Moderation analysis,CSA
"Short circuit: Disaggregation of adrenocorticotropic hormone and cortisol levels in HIV-positive, methamphetamine-using men who have sex with men.",Carrico et al.,2018,USA,Intact group design,,Moderation analysis,Substance use disorder
"Short circuit: Disaggregation of adrenocorticotropic hormone and cortisol levels in HIV-positive, methamphetamine-using men who have sex with men.",Carrico et al.,2018,USA,Intact group design,,Moderation analysis,Sleep disturbance
"Short circuit: Disaggregation of adrenocorticotropic hormone and cortisol levels in HIV-positive, methamphetamine-using men who have sex with men.",Carrico et al.,2018,USA,Intact group design,,Moderation analysis,Childhood abuse
"Co-Occurring Psychosocial Problems and Multiple Sexual Partners among Men Who Have Sex with Men in Shanghai, China: A Syndemic Approach.",Wang et al.,2018,China,Cross-sectional,,Regression analysis using summation score,Depression
"Co-Occurring Psychosocial Problems and Multiple Sexual Partners among Men Who Have Sex with Men in Shanghai, China: A Syndemic Approach.",Wang et al.,2018,China,Cross-sectional,,Regression analysis using summation score,Sexual compulsivity
"Co-Occurring Psychosocial Problems and Multiple Sexual Partners among Men Who Have Sex with Men in Shanghai, China: A Syndemic Approach.",Wang et al.,2018,China,Cross-sectional,,Regression analysis using summation score,Anxiety
"Co-Occurring Psychosocial Problems and Multiple Sexual Partners among Men Who Have Sex with Men in Shanghai, China: A Syndemic Approach.",Wang et al.,2018,China,Cross-sectional,,Regression analysis using summation score,Poor social support
"Co-Occurring Psychosocial Problems and Multiple Sexual Partners among Men Who Have Sex with Men in Shanghai, China: A Syndemic Approach.",Wang et al.,2018,China,Cross-sectional,,Regression analysis using summation score,Loneliness
"Co-Occurring Psychosocial Problems and Multiple Sexual Partners among Men Who Have Sex with Men in Shanghai, China: A Syndemic Approach.",Wang et al.,2018,China,Cross-sectional,,Regression analysis using summation score,Involuntary subordination
"Co-Occurring Psychosocial Problems and Multiple Sexual Partners among Men Who Have Sex with Men in Shanghai, China: A Syndemic Approach.",Wang et al.,2018,China,Cross-sectional,,Regression analysis using summation score,Low self-esteem
Syndemic Conditions Reinforcing Disparities in HIV and Other STIs in an Urban Sample of Behaviorally Bisexual Latino Men.,Muñoz-Laboy et al.,2018,USA,Cross-sectional,Latino Men who have Sex with Men and Women,Regression analysis using summation score,Depression
Syndemic Conditions Reinforcing Disparities in HIV and Other STIs in an Urban Sample of Behaviorally Bisexual Latino Men.,Muñoz-Laboy et al.,2018,USA,Cross-sectional,Latino Men who have Sex with Men and Women,Regression analysis using summation score,CSA
Syndemic Conditions Reinforcing Disparities in HIV and Other STIs in an Urban Sample of Behaviorally Bisexual Latino Men.,Muñoz-Laboy et al.,2018,USA,Cross-sectional,Latino Men who have Sex with Men and Women,Regression analysis using summation score,Polysubstance use
Syndemic conditions and HIV transmission risk behavior among HIV-negative gay and bisexual men in a U.S. national sample.,Parsons et al.,2017,USA,Cross-sectional,,Regression analysis using summation score,Depression
Syndemic conditions and HIV transmission risk behavior among HIV-negative gay and bisexual men in a U.S. national sample.,Parsons et al.,2017,USA,Cross-sectional,,Regression analysis using summation score,IPV
Syndemic conditions and HIV transmission risk behavior among HIV-negative gay and bisexual men in a U.S. national sample.,Parsons et al.,2017,USA,Cross-sectional,,Regression analysis using summation score,Sexual compulsivity
Syndemic conditions and HIV transmission risk behavior among HIV-negative gay and bisexual men in a U.S. national sample.,Parsons et al.,2017,USA,Cross-sectional,,Regression analysis using summation score,CSA
Syndemic conditions and HIV transmission risk behavior among HIV-negative gay and bisexual men in a U.S. national sample.,Parsons et al.,2017,USA,Cross-sectional,,Regression analysis using summation score,Polysubstance use
"Association between a syndemic of psychosocial problems and unprotected anal intercourse among men who have sex with men in Shanghai, China.",Wang et al.,2017,China,Cross-sectional,,Regression analysis using summation score,Depression
"Association between a syndemic of psychosocial problems and unprotected anal intercourse among men who have sex with men in Shanghai, China.",Wang et al.,2017,China,Cross-sectional,,Regression analysis using summation score,Sexual compulsivity
"Association between a syndemic of psychosocial problems and unprotected anal intercourse among men who have sex with men in Shanghai, China.",Wang et al.,2017,China,Cross-sectional,,Regression analysis using summation score,Anxiety
"Association between a syndemic of psychosocial problems and unprotected anal intercourse among men who have sex with men in Shanghai, China.",Wang et al.,2017,China,Cross-sectional,,Regression analysis using summation score,Loneliness
"Association between a syndemic of psychosocial problems and unprotected anal intercourse among men who have sex with men in Shanghai, China.",Wang et al.,2017,China,Cross-sectional,,Regression analysis using summation score,Low self-esteem
Number of Psychosocial Strengths Predicts Reduced HIV Sexual Risk Behaviors Above and Beyond Syndemic Problems Among Gay and Bisexual Men.,Hart et al.,2017,Canada,Longitudinal,,Regression analysis using summation score,Depression
Number of Psychosocial Strengths Predicts Reduced HIV Sexual Risk Behaviors Above and Beyond Syndemic Problems Among Gay and Bisexual Men.,Hart et al.,2017,Canada,Longitudinal,,Regression analysis using summation score,CSA
Number of Psychosocial Strengths Predicts Reduced HIV Sexual Risk Behaviors Above and Beyond Syndemic Problems Among Gay and Bisexual Men.,Hart et al.,2017,Canada,Longitudinal,,Regression analysis using summation score,Polysubstance use
Number of Psychosocial Strengths Predicts Reduced HIV Sexual Risk Behaviors Above and Beyond Syndemic Problems Among Gay and Bisexual Men.,Hart et al.,2017,Canada,Longitudinal,,Regression analysis using summation score,Discrimination
Prospective Effects of a Syndemic on HIV and STI Incidence and Risk Behaviors in a Cohort of Young Men Who Have Sex with Men.,Mustanski et al.,2017,USA,Longitudinal,Young MSM,Structural Equation Modeling,Depression
Prospective Effects of a Syndemic on HIV and STI Incidence and Risk Behaviors in a Cohort of Young Men Who Have Sex with Men.,Mustanski et al.,2017,USA,Longitudinal,Young MSM,Structural Equation Modeling,IPV
Prospective Effects of a Syndemic on HIV and STI Incidence and Risk Behaviors in a Cohort of Young Men Who Have Sex with Men.,Mustanski et al.,2017,USA,Longitudinal,Young MSM,Structural Equation Modeling,Binge drinking
Prospective Effects of a Syndemic on HIV and STI Incidence and Risk Behaviors in a Cohort of Young Men Who Have Sex with Men.,Mustanski et al.,2017,USA,Longitudinal,Young MSM,Structural Equation Modeling,Suicidality
Prospective Effects of a Syndemic on HIV and STI Incidence and Risk Behaviors in a Cohort of Young Men Who Have Sex with Men.,Mustanski et al.,2017,USA,Longitudinal,Young MSM,Structural Equation Modeling,CSA
Prospective Effects of a Syndemic on HIV and STI Incidence and Risk Behaviors in a Cohort of Young Men Who Have Sex with Men.,Mustanski et al.,2017,USA,Longitudinal,Young MSM,Structural Equation Modeling,Polysubstance use
Prospective Effects of a Syndemic on HIV and STI Incidence and Risk Behaviors in a Cohort of Young Men Who Have Sex with Men.,Mustanski et al.,2017,USA,Longitudinal,Young MSM,Structural Equation Modeling,Alcohol Use Disorder
Prospective Effects of a Syndemic on HIV and STI Incidence and Risk Behaviors in a Cohort of Young Men Who Have Sex with Men.,Mustanski et al.,2017,USA,Longitudinal,Young MSM,Structural Equation Modeling,Discrimination
Someone to count on: social support as an effect modifier of viral load suppression in a prospective cohort study.,Friedman et al.,2016,USA,Longitudinal,MSM living with HIV,Moderation analysis,Depression
Someone to count on: social support as an effect modifier of viral load suppression in a prospective cohort study.,Friedman et al.,2016,USA,Longitudinal,MSM living with HIV,Regression analysis using summation score,Depression
Someone to count on: social support as an effect modifier of viral load suppression in a prospective cohort study.,Friedman et al.,2016,USA,Longitudinal,MSM living with HIV,Moderation analysis,Polysubstance use
Someone to count on: social support as an effect modifier of viral load suppression in a prospective cohort study.,Friedman et al.,2016,USA,Longitudinal,MSM living with HIV,Regression analysis using summation score,Polysubstance use
Someone to count on: social support as an effect modifier of viral load suppression in a prospective cohort study.,Friedman et al.,2016,USA,Longitudinal,MSM living with HIV,Moderation analysis,Sexual risk behaviors
Someone to count on: social support as an effect modifier of viral load suppression in a prospective cohort study.,Friedman et al.,2016,USA,Longitudinal,MSM living with HIV,Regression analysis using summation score,Sexual risk behaviors
"Correlates of Sexual Violence Among Men Who Have Sex With Men in Tijuana, Mexico.",Semple et al.,2017,Mexico,Cross-sectional,,Linear regression,Depression
"Correlates of Sexual Violence Among Men Who Have Sex With Men in Tijuana, Mexico.",Semple et al.,2017,Mexico,Cross-sectional,,Linear regression,Substance use
"Correlates of Sexual Violence Among Men Who Have Sex With Men in Tijuana, Mexico.",Semple et al.,2017,Mexico,Cross-sectional,,Linear regression,PTSD
"Correlates of Sexual Violence Among Men Who Have Sex With Men in Tijuana, Mexico.",Semple et al.,2017,Mexico,Cross-sectional,,Linear regression,Sexual compulsivity
"Correlates of Sexual Violence Among Men Who Have Sex With Men in Tijuana, Mexico.",Semple et al.,2017,Mexico,Cross-sectional,,Linear regression,CSA
"Correlates of Sexual Violence Among Men Who Have Sex With Men in Tijuana, Mexico.",Semple et al.,2017,Mexico,Cross-sectional,,Linear regression,Alcohol Use Disorder
"Correlates of Sexual Violence Among Men Who Have Sex With Men in Tijuana, Mexico.",Semple et al.,2017,Mexico,Cross-sectional,,Linear regression,Discrimination
"Correlates of Sexual Violence Among Men Who Have Sex With Men in Tijuana, Mexico.",Semple et al.,2017,Mexico,Cross-sectional,,Linear regression,Sexual risk behaviors
"Correlates of Sexual Violence Among Men Who Have Sex With Men in Tijuana, Mexico.",Semple et al.,2017,Mexico,Cross-sectional,,Linear regression,Hostility
"Syndemics of depression, alcohol use, and victimisation, and their association with HIV-related sexual risk among men who have sex with men and transgender women in India.",Chakrapani et al.,2017,India,Cross-sectional,,Regression analysis using summation score,Depression
"Syndemics of depression, alcohol use, and victimisation, and their association with HIV-related sexual risk among men who have sex with men and transgender women in India.",Chakrapani et al.,2017,India,Cross-sectional,,Regression analysis using summation score,Alcohol use
"Syndemics of depression, alcohol use, and victimisation, and their association with HIV-related sexual risk among men who have sex with men and transgender women in India.",Chakrapani et al.,2017,India,Cross-sectional,,Regression analysis using summation score,Violence
Syndemic factors associated with adult sexual HIV risk behaviors in a sample of Latino men who have sex with men in New York City.,Martinez et al.,2016,USA,Cross-sectional,Latino MSM,Regression analysis using summation score,Depression
Syndemic factors associated with adult sexual HIV risk behaviors in a sample of Latino men who have sex with men in New York City.,Martinez et al.,2016,USA,Cross-sectional,Latino MSM,Regression analysis using summation score,Binge drinking
Syndemic factors associated with adult sexual HIV risk behaviors in a sample of Latino men who have sex with men in New York City.,Martinez et al.,2016,USA,Cross-sectional,Latino MSM,Regression analysis using summation score,CSA
Syndemic factors associated with adult sexual HIV risk behaviors in a sample of Latino men who have sex with men in New York City.,Martinez et al.,2016,USA,Cross-sectional,Latino MSM,Regression analysis using summation score,Discrimination
"Disparities Within the Disparity-Determining HIV Risk Factors Among Latino Gay and Bisexual Men Attending a Community-Based Clinic in Los Angeles, CA.",Beymer et al.,2016,USA,Longitudinal,Latino MSM,Bivariate Cox proportional hazards models,Substance use
"Disparities Within the Disparity-Determining HIV Risk Factors Among Latino Gay and Bisexual Men Attending a Community-Based Clinic in Los Angeles, CA.",Beymer et al.,2016,USA,Longitudinal,Latino MSM,Bivariate Cox proportional hazards models,IPV
"Disparities Within the Disparity-Determining HIV Risk Factors Among Latino Gay and Bisexual Men Attending a Community-Based Clinic in Los Angeles, CA.",Beymer et al.,2016,USA,Longitudinal,Latino MSM,Bivariate Cox proportional hazards models,Sexual risk behaviors
"Disparities Within the Disparity-Determining HIV Risk Factors Among Latino Gay and Bisexual Men Attending a Community-Based Clinic in Los Angeles, CA.",Beymer et al.,2016,USA,Longitudinal,Latino MSM,Bivariate Cox proportional hazards models,STI
The Utility of a Syndemic Framework in Understanding Chronic Disease Management Among HIV-Infected and Type 2 Diabetic Men Who Have Sex with Men.,Byg et al.,2016,USA,Cross-sectional,MSM living with HIV,Linear regression,Depression
The Utility of a Syndemic Framework in Understanding Chronic Disease Management Among HIV-Infected and Type 2 Diabetic Men Who Have Sex with Men.,Byg et al.,2016,USA,Cross-sectional,MSM living with HIV,Linear regression,IPV
The Utility of a Syndemic Framework in Understanding Chronic Disease Management Among HIV-Infected and Type 2 Diabetic Men Who Have Sex with Men.,Byg et al.,2016,USA,Cross-sectional,MSM living with HIV,Linear regression,Substance use disorder
"Multiple syndemic psychosocial factors are associated with reduced engagement in HIV care among a multinational, online sample of HIV-infected MSM in Latin America.",Biello et al.,2016,Latin America,Cross-sectional,MSM living with HIV,Regression analysis using summation score,Depression
"Multiple syndemic psychosocial factors are associated with reduced engagement in HIV care among a multinational, online sample of HIV-infected MSM in Latin America.",Biello et al.,2016,Latin America,Cross-sectional,MSM living with HIV,Regression analysis using summation score,IPV
"Multiple syndemic psychosocial factors are associated with reduced engagement in HIV care among a multinational, online sample of HIV-infected MSM in Latin America.",Biello et al.,2016,Latin America,Cross-sectional,MSM living with HIV,Regression analysis using summation score,Suicidality
"Multiple syndemic psychosocial factors are associated with reduced engagement in HIV care among a multinational, online sample of HIV-infected MSM in Latin America.",Biello et al.,2016,Latin America,Cross-sectional,MSM living with HIV,Regression analysis using summation score,Sexual compulsivity
"Multiple syndemic psychosocial factors are associated with reduced engagement in HIV care among a multinational, online sample of HIV-infected MSM in Latin America.",Biello et al.,2016,Latin America,Cross-sectional,MSM living with HIV,Regression analysis using summation score,CSA
"Multiple syndemic psychosocial factors are associated with reduced engagement in HIV care among a multinational, online sample of HIV-infected MSM in Latin America.",Biello et al.,2016,Latin America,Cross-sectional,MSM living with HIV,Regression analysis using summation score,Alcohol Use Disorder
